order_id,ship_date,buyer_region,product_category,order_value_usd,buyer_tenure_yrs,new_buyer,payment_terms_days,route_risk_flag,rep_confidence_score,loss_recorded,loss_type,loss_amount_usd,days_to_loss_recorded,notes,days_observed,observation_window,loss_amount_reported,loss_amount_usd_imputed,route_risk_ordinal,pred_loss_proba,pred_severity_if_loss,expected_loss,risk_adjusted_value
641,2025-03-28,EU-North,home_appliance,5036.62,1.0,0,60,low,0.61,0,none,0.0,,,87,60-90d,1,0.0,0,0.6047804164350142,473.7955431445635,286.5422658880229,4750.077734111977
390,2024-07-19,EU-South,home_appliance,13213.89,12.3,0,60,low,0.47,0,none,0.0,,buyer queried ETA,339,164d+,1,0.0,0,0.19710227821408785,835.5810449066557,164.69492758360988,13049.195072416389
669,2025-06-14,EU-West,home_appliance,16264.88,5.2,0,60,low,0.59,0,none,0.0,,,9,<30d,1,0.0,0,0.3956166968113943,727.6589371965199,287.874025138977,15977.005974861022
1160,2024-02-27,EU-North,home_appliance,34669.96,2.3,0,60,high,0.45,0,none,0.0,,,482,164d+,1,0.0,2,0.35149712432403935,450.0153262542395,158.17909308010954,34511.78090691989
661,2024-03-01,EU-West,pet_care,2695.21,5.6,0,60,low,0.48,0,none,0.0,,,479,164d+,1,0.0,0,0.2667949221772439,294.03886400290327,78.44807583873977,2616.76192416126
901,2025-02-16,EU-East,pet_care,11685.88,16.4,0,30,medium,0.51,0,none,0.0,,,127,120-164d,1,0.0,1,0.37301532213215033,406.1133770226991,151.48651215229754,11534.393487847701
1319,2024-10-19,EU-North,home_appliance,18143.58,4.9,0,0,low,0.62,0,none,0.0,,,247,164d+,1,0.0,0,0.2857269035164038,713.5256222401799,203.87346662230186,17939.7065333777
752,2025-01-16,EU-West,home_appliance,8382.64,2.2,0,30,high,0.87,1,freight_overrun,591.4,70.0,,158,120-164d,1,591.4,2,0.7276712009175872,615.7638385644614,448.0736118898249,7934.566388110175
650,2025-03-02,EU-West,home_appliance,6971.37,6.4,0,30,low,0.48,0,none,0.0,,,113,90-120d,1,0.0,0,0.09856133162596774,681.4739348146959,67.16697848372436,6904.203021516276
562,2025-05-29,EU-West,beauty,11004.71,2.8,0,90,low,0.45,0,none,0.0,,,25,<30d,1,0.0,0,0.27908124916302074,813.5053668883669,227.03409399202692,10777.675906007973
433,2024-10-17,Unknown,beauty,20846.61,0.7,1,30,low,0.22,0,none,0.0,,,249,164d+,1,0.0,0,0.3656330135169422,729.5701376346655,266.75492799533305,20579.855072004666
1231,2024-02-10,EU-West,home_appliance,6421.21,5.8,0,60,medium,0.59,0,none,0.0,,,499,164d+,1,0.0,1,0.40749662381114854,742.5291018046356,302.57810206691363,6118.631897933086
841,2024-09-28,EU-West,home_appliance,14622.3,5.5,0,90,low,0.36,0,none,0.0,,,268,164d+,1,0.0,0,0.5415782900214449,728.1467115658212,394.3484509345557,14227.951549065443
620,2024-10-02,EU-West,beauty,6856.21,2.6,0,30,low,0.56,0,none,0.0,,,264,164d+,1,0.0,0,0.23494518044584622,908.629729695829,213.47817580184704,6642.731824198153
281,2025-06-07,EU-West,cleaning,12900.84,1.9,0,0,medium,0.22,0,none,0.0,,,16,<30d,1,0.0,1,0.6451300425604405,683.1111396355681,440.69551858660503,12460.144481413396
253,2024-04-03,EU-East,home_appliance,15498.68,1.3,0,60,low,0.66,0,none,0.0,,,446,164d+,1,0.0,0,0.30249560251005625,515.564910786127,155.9561183212929,15342.723881678707
721,2024-11-18,EU-East,home_appliance,8438.54,4.6,0,0,low,0.83,0,none,0.0,,,217,164d+,1,0.0,0,0.1021048901077187,368.91585881206277,37.66811322300033,8400.871886777
947,2025-06-20,EU-North,pet_care,4745.16,3.1,0,30,low,0.65,0,none,0.0,,,3,<30d,1,0.0,0,0.3064505808890327,726.568673249132,222.6573919729703,4522.50260802703
830,2025-02-26,EU-West,cleaning,4301.67,2.7,0,0,medium,0.47,0,none,0.0,,,117,90-120d,1,0.0,1,0.5277672033774341,617.7611064099173,326.0340514853115,3975.6359485146886
636,2024-02-16,EU-West,cleaning,6576.64,4.1,0,60,low,0.34,0,none,0.0,,,493,164d+,1,0.0,0,0.48372892462467365,722.2240174862053,349.3606473167136,6227.279352683287
759,2025-04-21,EU-West,beauty,19978.93,4.4,0,0,high,0.64,0,none,0.0,,,63,60-90d,1,0.0,2,0.36919213006470225,543.4690665895058,200.64450231845515,19778.285497681543
373,2025-04-26,EU-West,cleaning,11667.75,12.6,0,90,high,0.2,0,none,0.0,,,58,30-60d,1,0.0,2,0.4782173740917487,486.15987201104485,232.4900973819025,11435.259902618098
180,2025-01-22,EU-North,pet_care,35655.83,1.5,0,30,low,0.56,0,none,0.0,,,152,120-164d,1,0.0,0,0.11038092601414105,704.6582782822456,77.78083328032457,35578.04916671968
1105,2024-07-08,EU-West,home_appliance,12176.01,4.4,0,30,low,0.68,0,none,0.0,,,350,164d+,1,0.0,0,0.23172389962481013,743.0088564382212,172.17290966963532,12003.837090330366
119,2025-06-19,EU-East,home_appliance,9483.3,0.7,1,30,high,0.52,0,none,0.0,,,4,<30d,1,0.0,2,0.6584294753364189,591.1008745733614,389.1982387162367,9094.101761283762
1348,2024-07-11,EU-West,home_appliance,9761.19,2.4,0,90,medium,0.47,0,none,0.0,,,347,164d+,1,0.0,1,0.4693911915246511,730.5566815842304,342.916871245117,9418.273128754883
448,2025-01-09,EU-North,cleaning,3798.8,6.2,0,30,medium,0.72,0,none,0.0,,,165,164d+,1,0.0,1,0.16635339198469515,394.2125077649678,65.57858782949538,3733.2214121705047
52,2024-09-21,EU-West,cleaning,7225.43,3.1,0,30,low,0.52,0,none,0.0,,,275,164d+,1,0.0,0,0.33779953662906204,813.5053956959192,274.8017457113233,6950.6282542886765
849,2024-09-07,EU-West,beauty,4834.08,4.6,0,30,medium,0.68,0,none,0.0,,,289,164d+,1,0.0,1,0.5949868695593805,594.2762927686106,353.5865910877495,4480.493408912251
772,2024-05-24,EU-East,home_appliance,4790.37,6.6,0,30,high,0.65,0,none,0.0,,,395,164d+,1,0.0,2,0.14971749358495454,634.0895301058241,94.93429515590556,4695.435704844094
926,2024-09-21,EU-West,pet_care,12336.56,8.0,0,0,medium,0.85,0,none,0.0,,,275,164d+,1,0.0,1,0.08043275423844391,516.7157892859743,41.56087409076234,12294.999125909237
799,2024-02-02,EU-North,home_appliance,19077.52,6.8,0,60,high,0.4,1,return,688.46,39.0,,507,164d+,1,688.46,2,0.7114941996935273,720.4095132745067,512.5671900988488,18564.95280990115
1099,2025-04-03,EU-South,pet_care,14834.46,4.1,0,30,medium,0.52,0,none,0.0,,,81,60-90d,1,0.0,1,0.5281128583102382,943.713745683821,498.387363659744,14336.072636340255
1320,2025-03-06,EU-South,beauty,16308.18,3.4,0,90,low,0.14,0,none,0.0,,,109,90-120d,1,0.0,0,0.4054676838828063,679.8306526035577,275.64936014370124,16032.530639856299
929,2024-10-03,EU-East,beauty,9963.53,1.7,0,30,medium,0.47,0,none,0.0,,,263,164d+,1,0.0,1,0.4017424314891921,573.341414996204,230.33557413402892,9733.194425865971
355,2025-03-22,EU-East,home_appliance,19075.57,1.2,0,90,medium,0.64,0,none,0.0,,,93,90-120d,1,0.0,1,0.4295438230602805,401.7069462215885,172.55073742989163,18903.01926257011
700,2024-01-17,EU-West,home_appliance,10616.01,5.4,0,90,low,0.42,0,none,0.0,,,523,164d+,1,0.0,0,0.23352295230148434,734.4374261397594,171.50799603285995,10444.50200396714
931,2024-08-12,EU-West,beauty,2939.31,0.2,1,60,low,0.0,1,freight_overrun,,114.0,,315,164d+,0,423.64,0,0.8622891292773828,396.5670611463235,341.9554658559539,2597.354534144046
975,2024-05-17,EU-West,beauty,8928.9,3.5,0,30,medium,0.7,0,none,0.0,,,402,164d+,1,0.0,1,0.48572629371225107,815.5208095840688,396.1199002844842,8532.780099715515
413,2025-03-23,EU-West,cleaning,11960.2,7.2,0,30,medium,0.7,0,none,0.0,,,92,90-120d,1,0.0,1,0.4563462256582038,814.4453828613217,371.6690764735149,11588.530923526487
417,2024-09-01,EU-West,cleaning,6465.48,5.2,0,0,low,0.63,0,none,0.0,,,295,164d+,1,0.0,0,0.16779005350389065,677.4232462716532,113.66488273669998,6351.8151172633
994,2024-01-14,EU-West,home_appliance,16170.53,3.7,0,60,medium,0.66,1,return,281.86,86.0,,526,164d+,1,281.86,1,0.543091461146765,676.3265289032101,367.30716279436416,15803.222837205636
839,2024-06-11,EU-East,beauty,12553.43,1.7,0,30,medium,0.33,0,none,0.0,,,377,164d+,1,0.0,1,0.5019756035069116,524.8585500655921,263.4661874249382,12289.963812575063
260,2024-11-11,EU-East,home_appliance,50600.53,3.3,0,90,medium,0.57,0,none,0.0,,,224,164d+,1,0.0,1,0.2622963427631702,318.66279075281375,83.58408458916843,50516.94591541083
882,2024-02-06,EU-North,home_appliance,8218.32,3.2,0,30,medium,0.51,0,none,0.0,,,503,164d+,1,0.0,1,0.6011284835668163,824.9225456753969,495.8844389419291,7722.435561058071
1288,2025-03-29,EU-West,cleaning,5037.59,5.9,0,30,low,0.7,0,none,0.0,,,86,60-90d,1,0.0,0,0.32179059532633125,563.1796097993205,181.22590191297428,4856.364098087026
1189,2024-09-03,EU-West,beauty,17206.68,2.1,0,30,low,0.52,0,none,0.0,,,293,164d+,1,0.0,0,0.33561975660864335,702.142124848712,235.65276904640038,16971.0272309536
396,2025-06-04,EU-East,home_appliance,6396.32,0.6,1,30,high,0.33,1,return,,70.0,,19,<30d,0,658.67,2,0.7985171903117756,701.4298371407284,560.1037827544608,5836.216217245539
21,2025-02-07,EU-North,cleaning,16732.43,4.3,0,30,low,0.31,0,none,0.0,,,136,120-164d,1,0.0,0,0.44325124718307246,744.1566203402898,329.8483500653736,16402.581649934626
340,2025-03-23,EU-South,cleaning,2957.95,3.3,0,30,medium,0.56,0,none,0.0,,,92,90-120d,1,0.0,1,0.5670617324573012,432.7520555361421,245.39713033678296,2712.552869663217
618,2024-06-12,EU-West,home_appliance,1491.19,3.0,0,0,low,0.5,0,none,0.0,,,376,164d+,1,0.0,0,0.6743865326173097,124.42150997112181,83.90819069243487,1407.2818093075653
286,2024-04-07,EU-East,home_appliance,5804.93,3.0,0,60,medium,0.55,0,none,0.0,,,442,164d+,1,0.0,1,0.6017106548585596,719.9871572854187,433.223943899962,5371.706056100038
364,2024-10-17,EU-West,home_appliance,6866.66,2.6,0,30,low,0.84,0,none,0.0,,,249,164d+,1,0.0,0,0.13658479838562762,489.46805913889534,66.85389617369047,6799.8061038263095
186,2024-10-09,EU-North,pet_care,6303.63,5.8,0,30,medium,0.66,0,none,0.0,,,257,164d+,1,0.0,1,0.3776348218162186,918.9916959564949,347.0432653531155,5956.586734646885
1024,2025-02-13,Unknown,home_appliance,16840.97,2.6,0,60,high,0.37,0,none,0.0,,,130,120-164d,1,0.0,2,0.540224369183643,1390.320370358676,751.0849450401847,16089.885054959817
1269,2024-01-01,EU-East,beauty,7921.86,2.9,0,60,medium,0.32,0,none,0.0,,,539,164d+,1,0.0,1,0.5798296527030958,546.0019193785303,316.58810328847693,7605.2718967115225
652,2024-10-29,EU-South,home_appliance,6921.69,5.5,0,30,low,0.61,0,none,0.0,,,237,164d+,1,0.0,0,0.15602833614049105,864.0484479342563,134.81604167595572,6786.873958324044
400,2024-01-04,EU-East,cleaning,20868.16,0.9,1,30,low,0.05,0,none,0.0,,,536,164d+,1,0.0,0,0.21650750635493227,472.69107998974533,102.34116700479959,20765.8188329952
217,2024-10-18,EU-West,home_appliance,2231.17,4.2,0,30,high,0.48,0,none,0.0,,,248,164d+,1,0.0,2,0.3646603547608909,115.42233039431368,42.08994794891919,2189.080052051081
378,2024-06-20,EU-East,beauty,16716.8,4.9,0,30,low,0.71,0,none,0.0,,,368,164d+,1,0.0,0,0.2665184756182507,600.8671386394761,160.1421938392933,16556.657806160707
1026,2024-03-17,EU-West,cleaning,14961.33,1.7,0,30,high,0.52,0,none,0.0,,,463,164d+,1,0.0,2,0.5004036268497244,766.4915998696235,383.55517652460736,14577.774823475393
818,2025-01-29,EU-East,pet_care,8292.4,1.6,0,0,medium,0.84,0,none,0.0,,,145,120-164d,1,0.0,1,0.19670953963594942,374.446712604232,73.65724045457314,8218.742759545426
699,2024-09-20,Unknown,home_appliance,6273.18,5.9,0,30,low,0.51,0,none,0.0,,,276,164d+,1,0.0,0,0.14022873547351675,771.1772019309343,108.1412038527798,6165.038796147221
1338,2025-03-12,EU-East,beauty,5556.73,5.8,0,30,medium,0.77,0,none,0.0,,,103,90-120d,1,0.0,1,0.0634002472494732,232.72329150949383,14.754714222413137,5541.975285777587
1335,2024-12-07,EU-South,home_appliance,8846.66,3.0,0,30,medium,0.58,0,none,0.0,,,198,164d+,1,0.0,1,0.563038668991468,628.4860240367681,353.86193445340166,8492.798065546598
886,2024-07-09,EU-West,home_appliance,20670.28,6.0,0,0,medium,0.61,0,none,0.0,,,349,164d+,1,0.0,1,0.11689696922971263,630.74735359781,73.73245398524587,20596.547546014754
1265,2024-01-03,EU-East,beauty,11983.97,0.1,1,30,medium,0.31,1,freight_overrun,236.5,7.0,extra freight billed,537,164d+,1,236.5,1,0.7794360671151699,508.6163227976287,396.4339063119634,11587.536093688035
1256,2024-05-29,EU-South,pet_care,6104.43,2.0,0,30,low,0.51,0,none,0.0,,,390,164d+,1,0.0,0,0.2000571033613936,811.3227114338974,162.31087154077733,5942.119128459223
129,2025-02-20,EU-West,home_appliance,14144.73,3.8,0,30,low,0.74,0,none,0.0,,,123,120-164d,1,0.0,0,0.417049266427424,473.52908467587,197.48495739612113,13947.245042603878
769,2025-03-08,EU-West,home_appliance,8717.94,3.4,0,60,low,0.44,0,none,0.0,,,107,90-120d,1,0.0,0,0.2802528554020957,777.6911213420531,217.95015737696806,8499.989842623032
250,2024-06-02,EU-East,pet_care,30037.52,6.0,0,30,low,0.44,0,none,0.0,,,386,164d+,1,0.0,0,0.13938093321804448,303.61322059765314,42.3178940242369,29995.202105975764
763,2025-06-01,EU-West,beauty,8345.94,0.8,1,0,medium,0.23,0,none,0.0,,,22,<30d,1,0.0,1,0.774022694014071,684.6416574761082,529.9281801539161,7816.011819846084
331,2024-08-04,EU-North,pet_care,42348.91,4.2,0,90,medium,0.37,0,none,0.0,,,323,164d+,1,0.0,1,0.13784712748990072,475.4322440053867,65.53696915222012,42283.37303084778
922,2024-05-16,EU-South,home_appliance,9927.02,1.7,0,30,low,0.64,1,late_payment,223.39,58.0,paid 40 days late,403,164d+,1,223.39,0,0.2917581013629203,621.3187290275929,181.27477272231326,9745.745227277686
740,2025-01-12,EU-East,pet_care,8467.79,9.9,0,0,medium,0.43,0,none,0.0,,,162,120-164d,1,0.0,1,0.4946007430388543,507.79536990238836,251.15596726541116,8216.63403273459
603,2024-06-22,EU-South,pet_care,7756.46,4.9,0,60,low,0.25,0,none,0.0,,,366,164d+,1,0.0,0,0.25305275500613317,838.0564961433155,212.0725051998528,7544.387494800148
190,2024-10-25,EU-West,home_appliance,12013.35,2.9,0,90,low,0.55,0,none,0.0,,,241,164d+,1,0.0,0,0.493121867483128,873.5772921005507,430.78006567147753,11582.569934328523
