order_id,ship_date,product_category,loss_recorded,loss_type,loss_amount_usd,pred_severity_if_loss,confidence_tier
377,2025-06-02,cleaning,1,freight_overrun,776.8,865.0243584640849,"High - recorded loss, amount logged"
441,2025-01-14,home_appliance,1,return,880.19,862.1588124086903,"High - recorded loss, amount logged"
214,2024-08-18,beauty,1,return,891.2,857.3660063780434,"High - recorded loss, amount logged"
801,2024-06-20,home_appliance,1,dispute,1341.07,853.7132272365864,"High - recorded loss, amount logged"
916,2025-02-07,home_appliance,1,dispute,2193.69,848.1349759844986,"High - recorded loss, amount logged"
76,2024-02-19,beauty,1,dispute,5729.54,840.2173001746808,"High - recorded loss, amount logged"
1296,2025-01-17,home_appliance,1,dispute,3227.01,825.2244549668682,"High - recorded loss, amount logged"
825,2025-03-31,pet_care,1,dispute,1048.84,816.4190230949139,"High - recorded loss, amount logged"
790,2024-01-10,pet_care,1,return,907.74,816.2842492156675,"High - recorded loss, amount logged"
219,2024-08-27,pet_care,1,dispute,1240.24,807.5222782755445,"High - recorded loss, amount logged"
300,2024-04-05,cleaning,1,freight_overrun,553.02,799.8405794282259,"High - recorded loss, amount logged"
177,2025-04-12,cleaning,1,dispute,1738.47,799.8367302327092,"High - recorded loss, amount logged"
1267,2024-10-30,pet_care,1,return,903.17,797.0609659429476,"High - recorded loss, amount logged"
544,2024-12-23,home_appliance,1,return,483.97,786.854530385233,"High - recorded loss, amount logged"
694,2024-04-25,home_appliance,1,return,867.35,785.9641822118031,"High - recorded loss, amount logged"
339,2024-03-24,beauty,1,freight_overrun,347.02,781.9095836674842,"High - recorded loss, amount logged"
1239,2024-04-16,pet_care,1,freight_overrun,510.82,781.681629074297,"High - recorded loss, amount logged"
806,2025-03-27,beauty,1,late_payment,467.11,778.6425148318209,"High - recorded loss, amount logged"
184,2025-06-13,home_appliance,1,dispute,1897.31,771.3215627258096,"High - recorded loss, amount logged"
163,2025-05-23,pet_care,1,late_payment,219.62,763.2263049936834,"High - recorded loss, amount logged"
639,2024-06-05,cleaning,1,freight_overrun,764.14,761.9950885309208,"High - recorded loss, amount logged"
14,2024-02-03,pet_care,1,late_payment,269.98,758.5350080685047,"High - recorded loss, amount logged"
1158,2024-06-22,home_appliance,1,dispute,2246.87,750.7237400867951,"High - recorded loss, amount logged"
1104,2024-07-27,pet_care,1,return,1048.29,745.6006713122995,"High - recorded loss, amount logged"
469,2024-01-11,beauty,1,freight_overrun,378.38,741.649498991061,"High - recorded loss, amount logged"
1121,2024-09-22,home_appliance,1,freight_overrun,492.52,740.5725769808313,"High - recorded loss, amount logged"
391,2025-03-22,cleaning,1,return,720.15,739.6595107655207,"High - recorded loss, amount logged"
349,2024-10-12,beauty,1,return,1576.21,737.711786898794,"High - recorded loss, amount logged"
56,2024-12-24,home_appliance,1,return,423.39,737.2276557434586,"High - recorded loss, amount logged"
492,2024-10-31,cleaning,1,freight_overrun,833.51,735.3645305742191,"High - recorded loss, amount logged"
1306,2024-04-26,beauty,1,freight_overrun,608.8,730.1859503604079,"High - recorded loss, amount logged"
519,2024-04-26,beauty,1,return,688.93,729.3497987792595,"High - recorded loss, amount logged"
775,2024-03-15,beauty,1,dispute,997.92,728.9469008955779,"High - recorded loss, amount logged"
835,2024-09-11,cleaning,1,return,256.53,728.0498782087083,"High - recorded loss, amount logged"
1304,2024-04-25,pet_care,1,dispute,1372.72,725.2445801878961,"High - recorded loss, amount logged"
194,2024-04-27,beauty,1,freight_overrun,548.53,723.9300483034747,"High - recorded loss, amount logged"
451,2025-05-24,home_appliance,1,late_payment,349.1,722.2189838286968,"High - recorded loss, amount logged"
1119,2024-06-01,beauty,1,dispute,1252.79,721.9226907895445,"High - recorded loss, amount logged"
799,2024-02-02,home_appliance,1,return,688.46,720.4095132745067,"High - recorded loss, amount logged"
1248,2024-08-07,cleaning,1,freight_overrun,522.83,718.4077204519093,"High - recorded loss, amount logged"
1129,2024-10-08,pet_care,1,late_payment,305.59,718.2368419770515,"High - recorded loss, amount logged"
1080,2024-10-11,pet_care,1,return,258.13,716.4508195891862,"High - recorded loss, amount logged"
1206,2025-03-17,home_appliance,1,late_payment,228.65,715.3049099782833,"High - recorded loss, amount logged"
1376,2025-05-16,beauty,1,dispute,1228.69,705.7455562418777,"High - recorded loss, amount logged"
838,2024-03-10,home_appliance,1,dispute,823.0,702.9154290365967,"High - recorded loss, amount logged"
1147,2025-03-07,pet_care,1,return,658.67,701.096910333381,"High - recorded loss, amount logged"
1075,2024-11-01,beauty,1,dispute,472.87,694.0528527796773,"High - recorded loss, amount logged"
927,2024-05-29,home_appliance,1,dispute,1382.48,692.6688480053646,"High - recorded loss, amount logged"
968,2025-06-10,beauty,1,dispute,1662.3,689.921147338109,"High - recorded loss, amount logged"
1006,2025-01-06,home_appliance,1,dispute,2616.66,686.1588324637382,"High - recorded loss, amount logged"
173,2025-05-12,beauty,1,freight_overrun,306.66,684.7629654638051,"High - recorded loss, amount logged"
121,2024-06-14,home_appliance,1,return,618.99,683.5561317836923,"High - recorded loss, amount logged"
6,2025-01-09,home_appliance,1,dispute,915.96,679.6215964549368,"High - recorded loss, amount logged"
797,2024-06-13,home_appliance,1,freight_overrun,652.11,678.2069763469343,"High - recorded loss, amount logged"
1268,2024-10-31,home_appliance,1,late_payment,275.61,677.8780115850686,"High - recorded loss, amount logged"
994,2024-01-14,home_appliance,1,return,281.86,676.3265289032101,"High - recorded loss, amount logged"
363,2025-01-16,home_appliance,1,return,710.28,675.7332359118512,"High - recorded loss, amount logged"
1183,2025-06-12,home_appliance,1,late_payment,262.33,672.3556878818863,"High - recorded loss, amount logged"
4,2024-09-07,home_appliance,1,freight_overrun,352.44,668.1634707528857,"High - recorded loss, amount logged"
304,2024-05-17,cleaning,1,freight_overrun,812.48,663.5287712632899,"High - recorded loss, amount logged"
296,2024-04-23,beauty,1,freight_overrun,415.05,655.9662365400015,"High - recorded loss, amount logged"
1174,2024-12-09,pet_care,1,freight_overrun,489.64,654.1983250765646,"High - recorded loss, amount logged"
817,2024-09-13,home_appliance,1,return,821.5,653.4972751017365,"High - recorded loss, amount logged"
583,2025-01-12,pet_care,1,return,1101.69,653.0774490241824,"High - recorded loss, amount logged"
1385,2024-09-23,home_appliance,1,freight_overrun,897.21,649.3775159513323,"High - recorded loss, amount logged"
272,2024-07-01,cleaning,1,freight_overrun,282.97,645.1110470349327,"High - recorded loss, amount logged"
218,2025-05-01,beauty,1,late_payment,218.22,638.1429612610436,"High - recorded loss, amount logged"
368,2024-06-15,home_appliance,1,freight_overrun,267.01,632.6232219164127,"High - recorded loss, amount logged"
430,2024-02-02,beauty,1,freight_overrun,261.93,628.876279089535,"High - recorded loss, amount logged"
1312,2024-05-10,home_appliance,1,freight_overrun,514.81,628.4860240367681,"High - recorded loss, amount logged"
1270,2024-04-19,beauty,1,return,505.05,624.3121138252689,"High - recorded loss, amount logged"
506,2025-06-20,beauty,1,freight_overrun,594.24,623.1341162404,"High - recorded loss, amount logged"
922,2024-05-16,home_appliance,1,late_payment,223.39,621.3187290275929,"High - recorded loss, amount logged"
1196,2024-07-21,pet_care,1,dispute,377.37,618.8076249607353,"High - recorded loss, amount logged"
1237,2024-12-11,beauty,1,dispute,1058.36,616.1700576728209,"High - recorded loss, amount logged"
752,2025-01-16,home_appliance,1,freight_overrun,591.4,615.7638385644614,"High - recorded loss, amount logged"
542,2025-06-14,beauty,1,return,2459.68,613.0473789502349,"High - recorded loss, amount logged"
611,2024-07-22,home_appliance,1,return,522.21,604.7459325876869,"High - recorded loss, amount logged"
984,2025-01-15,home_appliance,1,return,602.62,604.7459325876869,"High - recorded loss, amount logged"
930,2024-10-11,beauty,1,dispute,714.34,603.6963453357915,"High - recorded loss, amount logged"
549,2024-10-19,home_appliance,1,freight_overrun,262.22,597.7470210625645,"High - recorded loss, amount logged"
814,2024-07-21,beauty,1,freight_overrun,590.83,592.4068563459145,"High - recorded loss, amount logged"
682,2025-06-11,home_appliance,1,freight_overrun,321.8,591.0061270270942,"High - recorded loss, amount logged"
410,2025-01-14,home_appliance,1,return,418.12,589.9546400929297,"High - recorded loss, amount logged"
535,2024-03-07,cleaning,1,late_payment,236.27,588.979109353787,"High - recorded loss, amount logged"
348,2024-11-24,beauty,1,freight_overrun,552.24,581.1895371799359,"High - recorded loss, amount logged"
935,2024-01-08,beauty,1,dispute,1034.49,579.3744902992663,"High - recorded loss, amount logged"
1208,2024-11-02,home_appliance,1,late_payment,282.06,578.684362975408,"High - recorded loss, amount logged"
1077,2025-02-02,home_appliance,1,dispute,1760.46,576.6584513952287,"High - recorded loss, amount logged"
1307,2024-01-08,pet_care,1,return,935.96,576.3007624555001,"High - recorded loss, amount logged"
972,2024-11-21,home_appliance,1,freight_overrun,480.45,575.5227036311671,"High - recorded loss, amount logged"
706,2025-01-19,cleaning,1,return,779.69,571.9741634592881,"High - recorded loss, amount logged"
690,2025-01-06,beauty,1,freight_overrun,520.08,567.9512759571275,"High - recorded loss, amount logged"
384,2024-07-01,home_appliance,1,dispute,525.75,566.3869797505816,"High - recorded loss, amount logged"
891,2024-11-18,pet_care,1,freight_overrun,311.47,563.4010825094549,"High - recorded loss, amount logged"
254,2024-01-21,home_appliance,1,freight_overrun,464.7,558.4315092678601,"High - recorded loss, amount logged"
323,2024-09-29,cleaning,1,freight_overrun,481.62,556.579223665593,"High - recorded loss, amount logged"
1138,2025-06-21,beauty,1,freight_overrun,336.14,550.3780408593227,"High - recorded loss, amount logged"
1238,2024-10-28,home_appliance,1,freight_overrun,238.99,532.5215081990254,"High - recorded loss, amount logged"
998,2025-02-06,home_appliance,1,freight_overrun,354.13,530.043339780667,"High - recorded loss, amount logged"
1093,2025-02-26,home_appliance,1,freight_overrun,310.85,519.6508469386331,"High - recorded loss, amount logged"
1132,2024-07-28,cleaning,1,freight_overrun,364.43,519.5029617142023,"High - recorded loss, amount logged"
181,2025-03-30,pet_care,1,late_payment,223.06,517.6007130049247,"High - recorded loss, amount logged"
651,2024-09-03,pet_care,1,dispute,556.87,516.5203692680988,"High - recorded loss, amount logged"
1108,2024-04-22,pet_care,1,dispute,890.17,510.61078348699743,"High - recorded loss, amount logged"
335,2025-06-22,pet_care,1,return,1238.97,508.73293611924754,"High - recorded loss, amount logged"
1265,2024-01-03,beauty,1,freight_overrun,236.5,508.6163227976287,"High - recorded loss, amount logged"
1363,2025-02-15,home_appliance,1,return,384.08,501.06666898395207,"High - recorded loss, amount logged"
165,2024-07-29,cleaning,1,freight_overrun,603.35,483.28029369707383,"High - recorded loss, amount logged"
1165,2025-04-01,cleaning,1,late_payment,76.58,479.34225054451014,"High - recorded loss, amount logged"
175,2025-02-24,home_appliance,1,return,373.26,475.15181568905524,"High - recorded loss, amount logged"
60,2024-07-20,beauty,1,freight_overrun,469.8,472.5651452509301,"High - recorded loss, amount logged"
649,2024-06-01,home_appliance,1,freight_overrun,198.51,471.8547771517886,"High - recorded loss, amount logged"
907,2025-04-22,beauty,1,freight_overrun,423.64,471.3557776607454,"High - recorded loss, amount logged"
634,2024-12-15,beauty,1,return,586.45,470.86164299892704,"High - recorded loss, amount logged"
837,2024-02-23,home_appliance,1,freight_overrun,527.64,462.5272507353031,"High - recorded loss, amount logged"
1030,2024-01-17,cleaning,1,dispute,297.05,458.227599065857,"High - recorded loss, amount logged"
68,2025-03-26,home_appliance,1,late_payment,319.64,456.31865191812267,"High - recorded loss, amount logged"
635,2024-02-27,home_appliance,1,dispute,341.25,449.23152715644557,"High - recorded loss, amount logged"
1392,2024-08-04,home_appliance,1,freight_overrun,809.86,448.273252303917,"High - recorded loss, amount logged"
1079,2024-12-18,beauty,1,late_payment,125.22,447.8463659257639,"High - recorded loss, amount logged"
686,2024-01-14,home_appliance,1,late_payment,118.15,446.3977075677368,"High - recorded loss, amount logged"
1247,2024-04-22,cleaning,1,late_payment,255.35,433.3364277082848,"High - recorded loss, amount logged"
144,2024-12-07,home_appliance,1,freight_overrun,142.02,431.8675979164795,"High - recorded loss, amount logged"
510,2025-03-29,pet_care,1,freight_overrun,229.64,428.29552628507554,"High - recorded loss, amount logged"
1313,2024-01-17,home_appliance,1,freight_overrun,287.48,407.46283428193453,"High - recorded loss, amount logged"
399,2024-10-03,beauty,1,freight_overrun,529.12,406.6745881373243,"High - recorded loss, amount logged"
1146,2024-03-13,beauty,1,late_payment,279.76,396.47861504994836,"High - recorded loss, amount logged"
1358,2024-02-01,cleaning,1,freight_overrun,367.92,394.65357840442255,"High - recorded loss, amount logged"
1214,2024-03-03,cleaning,1,freight_overrun,407.75,392.9543240242252,"High - recorded loss, amount logged"
67,2024-06-06,beauty,1,late_payment,215.2,358.47368701577807,"High - recorded loss, amount logged"
845,2024-05-16,beauty,1,return,304.15,353.33109635425063,"High - recorded loss, amount logged"
10,2024-04-24,cleaning,1,late_payment,175.48,345.5741927713935,"High - recorded loss, amount logged"
529,2024-09-27,home_appliance,1,return,310.63,344.8504493567857,"High - recorded loss, amount logged"
960,2024-01-12,home_appliance,1,return,188.25,334.0404170216932,"High - recorded loss, amount logged"
832,2025-02-02,cleaning,1,return,394.08,333.2819722079014,"High - recorded loss, amount logged"
616,2024-05-24,beauty,1,freight_overrun,112.12,300.76678269183225,"High - recorded loss, amount logged"
655,2024-04-21,home_appliance,1,freight_overrun,240.16,299.1249344687077,"High - recorded loss, amount logged"
1353,2024-09-07,pet_care,1,freight_overrun,206.5,297.1447838720784,"High - recorded loss, amount logged"
1051,2024-12-22,cleaning,1,freight_overrun,170.09,295.84916715390597,"High - recorded loss, amount logged"
877,2024-08-29,beauty,1,late_payment,106.88,196.20816290185084,"High - recorded loss, amount logged"
1210,2025-03-01,beauty,1,late_payment,86.87,88.58418210996189,"High - recorded loss, amount logged"
739,2024-12-02,cleaning,1,late_payment,22.68,74.24610696735124,"High - recorded loss, amount logged"
537,2024-01-13,beauty,1,late_payment,39.99,70.94269975301549,"High - recorded loss, amount logged"
134,2025-02-11,cleaning,0,none,0.0,1063.4786017472745,"Low - no loss recorded, but a note exists (possible near-miss)"
974,2024-05-24,home_appliance,0,none,0.0,957.5345992305724,"Low - no loss recorded, but a note exists (possible near-miss)"
25,2024-11-07,beauty,0,none,0.0,917.9942193631557,"Low - no loss recorded, but a note exists (possible near-miss)"
187,2024-01-13,home_appliance,0,none,0.0,898.6867972900906,"Low - no loss recorded, but a note exists (possible near-miss)"
1018,2024-10-10,beauty,0,none,0.0,835.8434166837125,"Low - no loss recorded, but a note exists (possible near-miss)"
390,2024-07-19,home_appliance,0,none,0.0,835.5810449066557,"Low - no loss recorded, but a note exists (possible near-miss)"
714,2025-02-06,cleaning,0,none,0.0,833.6861588873346,"Low - no loss recorded, but a note exists (possible near-miss)"
847,2024-06-30,home_appliance,0,none,0.0,803.6804439227134,"Low - no loss recorded, but a note exists (possible near-miss)"
1359,2024-11-19,cleaning,0,none,0.0,771.575603523523,"Low - no loss recorded, but a note exists (possible near-miss)"
132,2024-01-05,home_appliance,0,none,0.0,762.7241438495587,"Low - no loss recorded, but a note exists (possible near-miss)"
917,2025-04-19,home_appliance,0,none,0.0,724.2991617532649,"Low - no loss recorded, but a note exists (possible near-miss)"
646,2024-09-13,home_appliance,0,none,0.0,721.1219542001719,"Low - no loss recorded, but a note exists (possible near-miss)"
354,2025-02-14,pet_care,0,none,0.0,692.9465942715182,"Low - no loss recorded, but a note exists (possible near-miss)"
717,2024-01-13,home_appliance,0,none,0.0,658.531111314606,"Low - no loss recorded, but a note exists (possible near-miss)"
679,2024-08-22,home_appliance,0,none,0.0,653.1547172294262,"Low - no loss recorded, but a note exists (possible near-miss)"
1195,2024-10-28,home_appliance,0,none,0.0,565.5950101018736,"Low - no loss recorded, but a note exists (possible near-miss)"
1229,2024-02-02,home_appliance,0,none,0.0,516.1986066801264,"Low - no loss recorded, but a note exists (possible near-miss)"
1380,2025-01-10,home_appliance,0,none,0.0,491.1164129844976,"Low - no loss recorded, but a note exists (possible near-miss)"
372,2024-12-31,cleaning,0,none,0.0,439.04529651293865,"Low - no loss recorded, but a note exists (possible near-miss)"
191,2024-03-01,home_appliance,0,none,0.0,382.00178072516314,"Low - no loss recorded, but a note exists (possible near-miss)"
239,2025-03-25,home_appliance,1,default,,2152.5662199678522,"Medium - recorded loss, amount ESTIMATED (median by type)"
321,2024-06-15,home_appliance,1,default,,1565.2322410439297,"Medium - recorded loss, amount ESTIMATED (median by type)"
1391,2024-01-07,pet_care,1,default,,1313.8395343855573,"Medium - recorded loss, amount ESTIMATED (median by type)"
1370,2024-07-12,pet_care,1,dispute,,1049.4915531421568,"Medium - recorded loss, amount ESTIMATED (median by type)"
460,2025-05-27,home_appliance,1,default,,981.6375857357458,"Medium - recorded loss, amount ESTIMATED (median by type)"
432,2024-06-10,pet_care,1,dispute,,916.4579344408216,"Medium - recorded loss, amount ESTIMATED (median by type)"
418,2024-04-22,beauty,1,dispute,,900.5036570572497,"Medium - recorded loss, amount ESTIMATED (median by type)"
566,2024-05-06,home_appliance,1,default,,878.3043153446056,"Medium - recorded loss, amount ESTIMATED (median by type)"
1244,2024-01-18,pet_care,1,default,,874.9579727204034,"Medium - recorded loss, amount ESTIMATED (median by type)"
689,2024-07-26,cleaning,1,return,,861.1925604330835,"Medium - recorded loss, amount ESTIMATED (median by type)"
1041,2024-04-22,pet_care,1,dispute,,796.6776031173907,"Medium - recorded loss, amount ESTIMATED (median by type)"
647,2025-06-08,beauty,1,freight_overrun,,784.8872741195627,"Medium - recorded loss, amount ESTIMATED (median by type)"
66,2024-03-07,cleaning,1,dispute,,739.0729637987469,"Medium - recorded loss, amount ESTIMATED (median by type)"
114,2024-04-29,cleaning,1,return,,737.0651076018478,"Medium - recorded loss, amount ESTIMATED (median by type)"
1116,2025-05-17,pet_care,1,freight_overrun,,729.3380477382614,"Medium - recorded loss, amount ESTIMATED (median by type)"
1225,2024-04-10,beauty,1,dispute,,721.4891375256694,"Medium - recorded loss, amount ESTIMATED (median by type)"
867,2024-01-17,cleaning,1,freight_overrun,,719.3954696397021,"Medium - recorded loss, amount ESTIMATED (median by type)"
396,2025-06-04,home_appliance,1,return,,701.4298371407284,"Medium - recorded loss, amount ESTIMATED (median by type)"
813,2024-01-10,pet_care,1,return,,698.8538749369966,"Medium - recorded loss, amount ESTIMATED (median by type)"
1273,2024-12-17,beauty,1,default,,684.0112118677105,"Medium - recorded loss, amount ESTIMATED (median by type)"
749,2025-02-12,cleaning,1,dispute,,681.1600185798893,"Medium - recorded loss, amount ESTIMATED (median by type)"
96,2024-02-04,cleaning,1,return,,678.711039963766,"Medium - recorded loss, amount ESTIMATED (median by type)"
1212,2024-11-30,pet_care,1,dispute,,674.4347143846867,"Medium - recorded loss, amount ESTIMATED (median by type)"
1326,2024-12-09,cleaning,1,return,,633.4242537597985,"Medium - recorded loss, amount ESTIMATED (median by type)"
805,2025-03-18,home_appliance,1,late_payment,,619.7201699644588,"Medium - recorded loss, amount ESTIMATED (median by type)"
1220,2024-09-25,pet_care,1,late_payment,,582.7288533302913,"Medium - recorded loss, amount ESTIMATED (median by type)"
1397,2024-09-08,cleaning,1,return,,559.8824680138357,"Medium - recorded loss, amount ESTIMATED (median by type)"
1242,2025-06-12,cleaning,1,freight_overrun,,557.2299269133274,"Medium - recorded loss, amount ESTIMATED (median by type)"
985,2024-11-09,home_appliance,1,late_payment,,555.1717937904074,"Medium - recorded loss, amount ESTIMATED (median by type)"
1199,2024-05-23,pet_care,1,freight_overrun,,545.6479550486126,"Medium - recorded loss, amount ESTIMATED (median by type)"
476,2024-03-02,cleaning,1,return,,529.1685505118476,"Medium - recorded loss, amount ESTIMATED (median by type)"
1081,2024-07-16,beauty,1,freight_overrun,,488.1623420375349,"Medium - recorded loss, amount ESTIMATED (median by type)"
111,2024-08-23,home_appliance,1,freight_overrun,,450.1116426631675,"Medium - recorded loss, amount ESTIMATED (median by type)"
414,2024-10-15,home_appliance,1,late_payment,,428.9524042377547,"Medium - recorded loss, amount ESTIMATED (median by type)"
1155,2025-05-26,home_appliance,1,freight_overrun,,407.4822063241691,"Medium - recorded loss, amount ESTIMATED (median by type)"
931,2024-08-12,beauty,1,freight_overrun,,396.5670611463235,"Medium - recorded loss, amount ESTIMATED (median by type)"
15,2024-07-13,home_appliance,1,late_payment,,375.80190634727336,"Medium - recorded loss, amount ESTIMATED (median by type)"
1069,2024-03-15,beauty,1,freight_overrun,,314.33903891591245,"Medium - recorded loss, amount ESTIMATED (median by type)"
